Nhãn,Features
Van phong,"chip core i3 - 1115g4 tiết_kiệm pin , hiệu_năng ổn_định thích_hợp văn_phòng  ram 4gb hiệu_năng ổn_định sử_dụng công_nghệ wide viewing angle ( wva ) - trải nghiệm giải_trí cực_kỳ_thú_vị màu_sắc sống_động khung hình  đa_dạng cổng kết_nối : jack cắm audio , cổng hdmi 14 , cổng usb c , truyền xuất dữ_liệu thiết_bị  tích_hợp webcam 720p hd phép đàm_thoại thông_qua video thoải_mái  thiết_kế vỏ nhựa cứng_cáp , 173 kg thuận_tiện di_chuyển ,  máy đi kèm windows 10 bản_quyền "
Gaming,"dễ_dàng tựa game phổ_biến chỉnh_sửa , thiết_kế 2d , 3d cơ_bản chip intel core i5 12450h card đồ_họa rtx 2050 4 gb ram 8 gb giúp chiến game , thao_tác xử_lý công_việc giật lag gián_đoạn ổ_cứng ssd 512 gb phép truy_xuất khởi_động phần_mềm , game nhanh_chóng màn_hình 156 inch full hd ips khả_năng tái_tạo màu_sắc , sắc nét , rõ_ràng tần_số quét 144 hz giúp hạn_chế hình trạng xé hình , trễ ảnh game video tốc_độ cảnh "
Sinh vien,"thiết_kế gọn_gàng , cơ_động sẵn_sàng đi khắp_nơi vi xử_lý intel core i7 - 1255u hiệu_năng xử_lý vượt_trội cân tác vụ văn_phòng một_cách hiệu ram 8 gb chuẩn ddr4 thao_tác lướt web nhanh_nhạy , mở_hàng chục tab lag , giật ổ_cứng 512gb ssd hỗ_trợ máy , ứng_dụng nhanh_chóng trang_bị cổng kết_nối hiện_đại : usb 32 , hdmi ,  giúp truyền_tải dữ_liệu tốc_độ hệ điều_hành windows 11 giao_diện mới_mẻ "
Van phong,"chip amd ryzen 5 - 3500u xử_lý mượt_mà tác vụ văn_phòng chỉnh_sửa ảnh cơ_bản pts  ổ_cứng ssd 512gb - khả_năng đa_nhiệm tác vụ , tiết_kiệm tối_đa thời_gian máy  công_nghệ chống chói anti glare - làm_việc lo mỏi_mắt  khả_năng hiển_thị rực_rỡ - màn_hình 140 inch , độ phân_giải full hd  cổng kết_nối đa_dạng : hdmi 14 , usb 20 , usb 32 ,  - thuận_tiện  pin cực_khỏe - 3 cell - 45whr thời_gian sử_dụng bền_bỉ  thiết_kế mỏng nhẹ , sang_trọng thuận_tiện di_chuyển , - 16 kg máy đi kèm windows 10 bản_quyền "
Gaming,"thiết_kế đậm chất gaming , kiểu_dáng khỏe_khoắn , đường cắt dứt_khoát chip intel core i7 13620h chạy tác vụ đa_nhiệm chuyên_nghiệp game cấu_hình card đồ_họa rtx 4050 tựa game đồ_họa màn hinh 156 inch ần quét 144hz bắt kịp chuyển_động đối_thủ công_nghệ âm_thanh nahimic 3 âm_thanh sống_động , chân_thực "
Sinh vien,"laptop văn_phòng sang_trọng , bền_bỉ đáp_ứng nhu_cầu học_tập , làm_việc , giải_trí cpu intel core i5 - 2520m xử_lý tác vụ văn_phòng ram 4gb ổ_cứng ssd 128gb hỗ_trợ khởi_động nhanh_chóng , tác vụ màn_hình rộng 156 inch thoải_mái phim , giải_trí thiết_kế cứng_cáp , kiểu_dáng hiện_đại , dễ_dàng balo "
Gaming,"màn_hình 156 inch full hd tần_số quét 144hz hỗ_trợ hình_ảnh chuyển_động mượt_mà sắc nét trò_chơi cpu amd ryzen 7 7735hs giải_quyết ứng_dụng văn_phòng , học_tập ứng_dụng game card đồ_họa nvidia rtx 4050 hiệu_suất , game , xử_lý đồ_họa 3d mượt_mà ram 16gb ddr5 tốc_độ , khả_năng đa_nhiệm mượt_mà , giật lag thao_tác ssd 512 gb giúp khởi_động máy không_gian lưu_trữ thoải_mái "
Sinh vien,"màn_hình 14 inch ( 1920 x 1200 ) nét chi_tiết công_nghệ chống chói trải nghiệm hình_ảnh hoàn_toàn vi xử_lý amd ryzen 7 5800h mạnh_mẽ , giúp cân tác vụ từ_học_tập , làm_việc giải_trí game nhẹ cơ_bản ram 8gb ssd 512gb hỗ_trợ đa_nhiệm mượt_mà , khởi chạy ứng_dụng nhanh_chóng không_gian lưu_trữ rộng_lớn công_nghệ tản_nhiệt asus icecool duy_trì nhiệt_độ máy mát_mẻ , yên_tĩnh tình_huống trọng_lượng 16 kg giúp bất_cứ bản_lề 180 ° dễ_dàng duỗi thẳng máy chia_sẻ màn_hình "
Gaming,""" tích_hợp card đồ_họa geforce rtx 3050 siêu chiến chip r7 - 5800hs - ngại tác vụ 3d nặng_nề , phù_hợp game thủ dân đồ_hoạ chuyên_nghiệp ram 8gb 1 khe cắm có_thể nâng_cấp tối_đa 24gb ổ_cứng ssd không_gian lưu_trữ 512gb tốc_độ xử_lý mượt_mà , nhanh_chóng , đa_nhiệm độ phân_giải wqhd kết_hợp công_nghệ adaptive - sync màn_hình 140 inches 120hz siêu trải nghiệm hình_ảnh , màu_sắc tuyệt_vời trang_bị công_nghệ smart amp technology siêu hiện_đại giúp tận_hưởng bữa tiệc âm_thanh trọn_vẹn bàn_phím tích_hợp đèn led đơn_sắc giúp thỏa_sức làm_việc môi_trường thiếu_sáng năng_suất nguyên 4 pin li - ion 76whrs thiết_kế vỏ nhựa cứng_cáp , trọng_lượng máy 160 kg thuận_tiện di_chuyển máy đi kèm windows 11 bản_quyền "" "
Van phong,"chip core i5 - 1135g7 xử_lý mượt_mà tác vụ văn_phòng chỉnh_sửa ảnh cơ_bản pts  ram 8gb + 1 khe trống phép nâng_cấp tối_đa 16gb - không_gian lưu_trữ ổ_cứng ssd 256 gb - đa_nhiệm lưu_trữ dữ_liệu tiện_dụng , nhanh_chóng  chất_lượng hiển_thị đỉnh_cao - màn_hình 140 inches , độ phân_giải full hd  năng_lượng bất_tận viên pin 3 - cell li - ion  thiết_kế mỏng nhẹ - 1,58 kg , đồng_hành khắp  máy đi kèm windows 10 bản_quyền "
Sinh vien,"intel graphics hd 4000 chip i5 giúp xử_lý ổn thỏa tác vụ văn_phòng màn_hình 14 inch hd phim , lướt web ram 4gb giúp_việc tác vụ máy hoạt_động ổn_định sở_hữu cổng kết_nối cơ_bản giúp truyền xuất dữ_liệu nhanh_chóng "
Van phong,"chip i7 - 1360p intel iris xe graphics giúp dễ_dàng xử_lý công_việc văn_phòng ram 16gb kết_hợp ổ_cứng ssd 256gb + 1 khe cắm giúp dễ_dàng lưu_trữ dữ_liệu màn_hình 17inch độ phân_giải wqxga độ phủ màu dci - p3 99 % hình_ảnh hiển_thị nét tích_hợp webcam ir fhd ir hai micrô phép thoải_mái trò_chuyện , video thiết_kế mỏng nhẹ , sang_trọng , trọng_lượng 1350 kg phép cất_giữ balo "
Gaming,"thiết_kế đậm chất gaming ngoại_hình hầm_hố xử_lý r7 - 4800h card vga rtx 3050 4gb gddr6 - chiến tựa game hàng_đầu vô_cùng mượt_mà trang_bị ram 8gb ddr4 3200mhz , có_thể nâng_cấp tối_đa 32gb - tối_ưu hoá khả_năng load game tối_ưu lưu_trữ truy_xuất dữ_liệu một_cách nhanh_chóng ổ_cứng ssd 512gb màn_hình 156 inches full hd tần_số 144hz hạn_chế hình_ảnh xé , giật lag hình bàn_phím đèn led rgb 4 trải nghiệm gõ chữ ảo diệu không_gian tối "
Sinh vien,"sở_hữu thiết_kế lịch_lãm màu đen sang_trọng màn_hình 141 inch full hd ips hỗ_trợ hình_ảnh sắc nét , mãn nhãn cpu intel core i7 - 1255u mạnh_mẽ , giúp giải_quyết nhanh_chóng tác vụ nhẹ ram 16gb giúp mở_hàng chục tab chrome lo lag , giật ổ_cứng khoang lưu_trữ rộng_rãi 1tb ssd giúp lưu file , hình_ảnh "
Gaming,"cpu intel core i5 12500h dễ_dàng xử_lý tác vụ game aaa cấu_hình card nvidia geforce rtx 3050 cải_thiện hiệu_suất xử_lý đồ_họa đảm_bảo trải nghiệm game tuyệt_vời màn_hình 156 inch full hd tần_số quét 144 hz hỗ_trợ game sống_động tốc_độ cực ram 8gb ổ_cứng 512 gb ssd rút ngắn thời_gian máy , khởi_động ứng_dụng bàn_phím 1 - zone rgb tuf aura core có_thể thể_hiện phong_cách độc_đáo "
Van phong,"chip amd ryzen 5 - 5600h card amd radeon graphics chạy mượt_mà tác vụ văn_phòng , game nhẹ chỉnh_sửa ảnh cơ_bản pts  ram 8gb , ổ_cứng ssd 512gb tốc_độ xử_lý đa_nhiệm mượt_mà , trang giật , lag  độ phân_giải 2k ( quad hd ) , màn_hình 140 inch chất_lượng hiển_thị sắc nét , sống_động  tích_hợp web cam 720p phép đàm_thoại thông_qua video thoải_mái  năng_lượng bất_tận viên pin 3 - cell li - ion , 63 wh  thiết_kế mỏng nhẹ , sang_trọng thuận_tiện di_chuyển , - 14 kg máy đi kèm windows 11 bản_quyền "
Sinh vien,"màn_hình cảm_ứng 14 inch full hd hình_ảnh sắc nét , chân_thực chip intel core i5 - 8365u tiết_kiệm điện ram tối_đa 8gb phép tab duyệt web lo lag , giật 256 gb m 2 nvme pcie giúp khả_năng lưu_trữ dễ_dàng quản_lý công_việc đa_dạng cổng kết_nối , đảm_bảo quá_trình làm_việc ngắt quảng "
Sinh vien,"sở_hữu màu xám phù_hợp tất_cả lứa kèm trọng_lượng nhẹ 159 kg trang_bị chip i5 thế_hệ 11 khả_năng xử_lý tác vụ văn_phòng ram 8gb ssd 256gb mượt_mà tác vụ kèm khởi_động ứng_dụng màn_hình 14 inch full hd xuất hình_ảnh chân_thật , sắc nét , đem trải nghiệm tuyệt_vời "
Gaming,"màn_hình 156 inch full hd 144hz hình_ảnh sắc nét , loại_bỏ hiện_tượng giật , xé hình cpu intel core i512500h đáp_ứng nhu_cầu làm_việc , học_tập giải_trí card đồ_họa nvidia geforce rtx 3050 4gb cân tựa game chất_lượng hình_ảnh vượt_trội , thiết_kế , sáng_tạo dễ_dàng ram 8gb ddr4 ổ_cứng 512gb ssd giúo khởi_động , chạy ứng_dụng nhanh_chóng bàn_phím 15 màu giúp game thủ thể_hiện cá_tính đa_dạng cổng kết_nối hỗ_trợ kết_nối 3 màn_hình mở_rộng "
Gaming,"chip r5 - 5600h card rời rx5500m khả_năng chiến tựa game , chỉnh_sửa hình_ảnh pts , render 3d  ram 8gb + 1 khe trống phép nâng_cấp tối_đa 64gb  kích_thước màn_hình 156 inches độ phân_giải full hd trải nghiệm tuyệt_vời , hình_ảnh sắc nét  tản_nhiệt 6 ống đồng - giúp đảm_bảo hiệu_năng ổn_định chiến_game trọng_lượng 235 kg cảm_giác cầm_chắc_tay  máy đi kèm windows 11 bản_quyền "
Sinh vien,"intel core i7 - 1260p - 12 nhân 16 luồng , ngại tác vụ nặng_nề ổ_cứng ssd 512gb - thoải_mái lưu_trữ , khổi động windows 8gb ram - đa_nhiệm , giúp máy hoạt_động mượt_mà webcam 720p - phép trò_chuyện video họp online "
Gaming,"chip r7 - 5800h card rời rtx 3060 6gb khả_năng chiến tựa game , chỉnh_sửa hình_ảnh pts , render video ngắn mượt_mà  ram 8gb + 1 khe trống phép nâng_cấp tối_đa 32gb , ổ_cứng ssd 512gb tốc_độ xử_lý đa_nhiệm mượt_mà  màn_hình full hd kích_thước chuẩn 156 inch , tần_số quét 144hz phù_hợp tựa game fps , moba  tích_hợp hd webcam phép đàm_thoại thông_qua video thoải_mái  thiết_kế vỏ nhựa cứng_cáp , 22 kg cảm_giác cầm_chắc_tay  đèn bàn_phím tích_hợp đèn - thoả sức làm_việc môi_trường  năng_lượng bất_tận viên pin 4 cells , 57whrs  máy đi kèm windows 10 bản_quyền  "
Sinh vien,"intel core i7 - 12700h xử_lý mượt_mà tác vụ văn_phòng chỉnh_sửa ảnh cơ_bản pts  ổ_cứng 1tb khả_năng xử_lý tốc_độ khởi_động trở_nên sống_động màn_hình cảm_ứng oled 4k hdr nanoedge  tích_hợp webcam 720p phép đàm_thoại thông_qua video thoải_mái  trọng_lượng 1,4 kg kích_thước mỏng 15,9 mm - cực_kỳ linh_hoạt trang_bị cổng kết_nối - đem thuận_lợi  máy đi kèm windows 11 bản_quyền "
Van phong,"cpu intel core i7 - 1355u mạnh_mẽ , phép hoàn_thành công_việc văn_phòng , phim , giải_trí card đồ_họa tích_hợp intel iris xe graphics hỗ_trợ chỉnh_sửa ảnh , render video ngắn ,  ram 16 gb biến tab trở_nên dễ_dàng , trơn_tru , hạn_chế tình_trạng giật lag ổ_cứng ssd 512 gb nvme pcie không_gian lưu_trữ phục_vụ_việc lưu_trữ dữ_liệu , tài_liệu màn_hình cảm_ứng 14 inch full hd phép thao_tác vuốt , chạm , note thông_tin một_cách nhanh_chóng "
Van phong,"sở_hữu thiết_kế sang_trọng khoác lớp vỏ màu đen ngọc_thạch tối_giản , thanh_lịch cảm_hứng vẻ đẹp đá tự_nhiên  cpu amd ryzen 5 5625u kết_hợp card amd radeon hiệu_năng , tiết_kiệm pin vận_hành tác vụ game , đồ_họa thiết_kế  ram 8 gb , ổ_cứng 512gb ssd tốc_độ xử_lý , tab giật , lag  màn_hình cảm_ứng oled 14 inch độ phân_giải 28 k hình_ảnh chân_thực , nét , sắc_màu sống_động  bản_lề gập 180 độ tối_ưu_hóa laptop thành máy_tính bảng dễ_dàng chia_sẻ thông_tin cực tiện_lợi  khung máy gọn , trọng_lượng 139 kg sẵn_sàng đồng_hành chuyến đi "
Van phong,"thiết_kế laptop vẻ mỏng nhẹ , sang_trọng , thích_hợp giúp cpu r5 - 7530u mạnh_mẽ , đáp_ứng đầy_đủ nhu_cầu học_tập văn_phòng card đồ_họa amd radeon graphics giúp thực_hiện công_việc trôi_chảy thích_hợp giải_trí nhẹ màn_hình 156 inch phép trải nghiệm hỉnh ảnh , video deo một_cách chi_tiết ram 8gb kết_hợp ổ_cứng 512 gb chắc_hẳn không_gian rộng_lớn giúp lưu_trữ dữ_liệu "
Van phong,"thiết_kế sang_trọng - 14 kg , vỏ nhôm chắc_chắn 8gb ddr5 onboard - cân tác vụ hằng học_tập , văn_phòng độ phân_giải 28 k - thoải_mái giải_trí chỉnh_sửa đồ_hoạ nhẹ_nhàng màn_hình trang_bị công_nghệ sgs eye care display - ánh_sáng xanh , bảo_vệ mắt "
Sinh vien,"sử_dụng chip i5 gen 13 đem hiệu_năng mạnh_mẽ phép xử_lý tác vụ văn_phòng ram 8 gb ổ_cứng ssd 512 gb đem không_gian lưu_trữ tab mượt_mà màn_hình 14 inch full hd hình_ảnh chân_thật , sắc nét khả_năng gập 360 độ đem thuận_lợi chia_sẻ công_việc lân_cận "
Gaming,""" - chip r7 - 4800h card đồ_họa rời rx 5600m khả_năng chiến tựa game , chỉnh_sửa hình_ảnh pts , render video ngắn mượt_mà ram 8gb có_thể nâng_cấp tối_đa 64gb ổ_cứng ssd 512gb tốc_độ xử_lý đa_nhiệm mượt_mà màn_hình 156 inches 144hz độ chân_thật siêu nét , siêu mượt công_nghệ chống chói giúp bảo_vệ mắt tích_hợp web cam hd 720p phép đàm_thoại thông_qua video thoải_mái hệ_thống tản_nhiệt cooler boost thế_hệ 5 hai quạt song_song mát nhanh_chóng máy đi kèm windows 10 home bản_quyền "" "
Gaming,"sở_hữu cpu intel core i7 12700h card đồ_họa rời nvidia geforce rtx 4050 6 gb mạnh_mẽ , khả_năng game cấu_hình ram 16 gb phép sử_dụng đa_nhiệm mượt_mà , lo giật lag gián_đoạn ổ_cứng ssd 512 gb tối_ưu tốc_độ khởi_động windows ứng_dụng màn_hình 156 inch full hd khung hình rộng_lớn , chi_tiết tái_tạo sắc nét ips 144 hz khung hình chuyển_động chiến game hưng_phấn "
Sinh vien,"sở_hữu màn_hình kích_thước 16 inch wuxga hình_ảnh nét màu_sắc gam màu phong_phú cpu amd ryzen 7 7730u có_thể xử_lý đa_nhiệm chương_trình đòi_hỏi hiệu_suất một_cách hiệu_quả đồ_họa amd radeon cải_thiện đáng_kể đầu_ra hình_ảnh tăng_cường hiệu_suất tổng_thể ram 16 gb ổ_cứng 512 gb ssd rộng_rãi , lưu_trữ file , tài_liệu bàn_phím chiclet tích_hợp cảm_biến vân hỗ_trợ bảo_mật thông_tin hiệu_quả "
Gaming,"sở_hữu thiết_kế vượt_trội đường_nét gaming táo_bạo màn_hình 16 inch wqxga màn_hình chống chói hỗ_trợ hiển_thị sắc nét cpu intel core i7 - 13700h mạnh_mẽ cân tựa game tác vụ đồ_họa_nặng card đồ_họa nvidia geforce rtx 4050 game chỉ_số fps ram 16gb ổ_cứng 512gb ssd không_gian lưu_trữ rộng_rãi , máy cực "
Gaming,"sở_hữu độ phủ gam màu 100 % dci - p3 độ 400 nits cung_cấp độ chính_xác màu tuyệt_đối xử_lý tác vụ đồ_họa chuyên_nghiệp một_cách trơn_tru intel core i7 tiger lake 14 nhân 20 luồng khả_khả_năng mượt tựa game aaa esports card đồ_họa nvidia geforce rtx 3050ti sử_dụng công_nghệ cyro - tech độc_quyền dell , khả_năng tản_nhiệt mát_mẻ "
Sinh vien,"sở_hữu chip i7 - 1355u giúp xử_lý tác vụ văn_phòng chỉnh_sửa ảnh nhẹ trang_bị ram khủng 32gb hỗ_trợ chục tab lo giật lag không_gian ổ_cứng siêu khủng dung_lượng ssd 1tb giúp lo_lắng lưu_trữ dữ_liệu màn_hình 133 inch độ phân_giải 28 k giúp phút_giây trải nghiệm hình_ảnh chân_thật , sống_động sở_hữu thiết_kế gọn , sang_trọng , 1kg , đồng_hành đi đi thích_hợp "
Sinh vien,"thiết_kế trẻ_trung , năng_động - khối_lượng 175 kg hiệu_năng mạnh_mẽ , hoạt_động mượt_mà - chip i5 - 1240p ( 4 nhân p - core 8 nhân e - core ) 8gb ram phép máy hoạt_động ổn_định , giật lag cổng kết_nối đa_dạng 1 usb type - c , 2 usb type - a "
Van phong,"sở_hữu thiết_kế mỏng nhẹ vô_cùng sang_trọng trọng_lượng 175 kg cpu amd ryzen 7 - 7730u mạnh_mẽ cân tác vụ học_tập , văn_phòng card đồ_họa amd radeon graphics nâng hiệu_suất công_việc game giải_trí nhẹ ram 8gb ổ_cứng 512 gb rộng_rãi , hỗ_trợ lưu file , tài_liệu màn_hình 156 inch rộng_lớn giúp thông_tin hiển_thị chi_tiết "
Gaming,"sử_dụng chip i5 - 13500h card đồ_họa nvidia rtx 3050 phép thỏa_thích trải nghiệm tựa game giải_quyết tác vụ văn_phòng màn_hình 14 inch độ phủ màu dci - p3 100 % phép trải nghiệm hỉnh ảnh sắc nét , chân_thật dung_lượng ram 16gb ổ_cứng ssd 512gb không_gian lưu_trữ dữ_liệu thiết_kế laptop mỏng nhẹ , trọng_lượng 14 kg kết_hợp màu bạc chắc_hẳn món đồ "
Gaming,"cpu intel core i5 - 12450h phép thực_hiện tác vụ hàng nhanh_chóng mượt_mà gpu geforce rtx4050 hiệu_suất tối_thượng game thủ sáng_tạo video màn_hình 156 inch ips 144hz màu_sắc game chân_thực ram 8gb ổ_cứng 512gb ssd hỗ_trợ máy máy nhanh_chóng , lưu_trữ thoải_mái "
Sinh vien,"cấu_hình intel core i5 - 1155g7 hỗ_trợ giải_quyết gọn tác vụ văn_phòng word , excel ,  xử_lý tác vụ đồ_họa , chỉnh_sửa hình_ảnh pts , cực mướt card intel iris xe graphics  ram 8 gb phép chuyển_đổi qua_lại ứng_dụng  256 gb ssd không_gian lưu_trữ tài_liệu , hình_ảnh , file dung_lượng , kèm ổ_cứng ssd giúp khởi_động máy ứng_dụng giây  máy đi kèm hệ điều_hành windows 11 home phép tận_hưởng ứng_dụng thông_minh cập_nhật "
Gaming,""" - chip i5 - 11400h card rtx 3050 khả_năng chiến tựa game , chỉnh_sửa video đồ_hoạ 3d mượt_mà  ram 8gb 1 khe cắm có_thể nâng_cấp tối_đa 64gb ổ_cứng ssd 512gb - khả_năng đa_nhiệm vượt_trội , thời_gian load ứng_dụng nhanh_chóng  loa tích_hợp dolby atmos - trải nghiệm giải_trí chân_thật  màn_hình 156 inches 60hz chất_lượng hiện thị sắc nét  trọng_lượng 23 kg cảm_giác cầm_chắc_tay  máy đi kèm windows 10 home bản_quyền "" "
Sinh vien,"sở_hữu thiết_kế thời_thượng trọng_lượng mỏng nhẹ 13 kg cpu intel core i7 7600u mạnh_mẽ dễ_dàng thực_hiện tác vụ làm_việc văn_phòng card intel hd graphics 620 chạy ứng_dụng , game nhẹ ram 24 gb ddr4 có_thể chạy ứng_dụng thông_thường một_cách nhanh_chóng hiệu_quả ổ_cứng 1tb pcie nvme ssd đáp_ứng nhu_cầu lưu_trữ dữ_liệu cơ_bản "
Sinh vien,"laptop văn_phòng bền_bỉ đáp_ứng nhu_cầu học_tập , làm_việc , giải_trí cpu intel core i5 - 2520m xử_lý tác vụ văn_phòng ram 2gb ổ_cứng 120gb hỗ_trợ khởi_động , tác vụ nhanh_chóng màn_hình rộng 156 inch thoải_mái phim , giải_trí thiết_kế cứng_cáp , kiểu_dáng hiện_đại , dễ_dàng balo "
Gaming,"chip i5 - 12450h card rời geforce rtx 3050 chiến tựa game đồ_hoạ trung_bình trở , chỉnh_sửa hình_ảnh pts , edit video premier ram 8gb 2 khe cắm có_thể nâng_cấp tối_đa 32gb ổ_cứng ssd 512gb tốc_độ xử_lý đa_nhiệm mượt_mà màn_hình 156 inches độ phân_giải full hd tần_số 144hz trải nghiệm game siêu mượt_mà , màn_hình chống lóa giúp bảo_vệ mắt ánh_sáng xanh trọng_lượng 200 kg cảm_giác cầm_chắc_tay đa_dạng cổng giao_tiếp thuận_tiện sử_dụng tích_hợp web cam hd 720p phép đàm_thoại thông_qua video thoải_mái máy đi kèm windows 11 home sl bản_quyền "
Sinh vien,"laptop intel core i5 - 5200u thế_hệ đảm_bảo hiệu_năng xử_lý màn_hình 156 inch hd khả_năng hiển_thị hình_ảnh sắc nét thiết_kế gọn_nhẹ , hiện_đại phù_hợp đối_tượng ổ_cứng sata 500 gb khả_năng lưu_trữ dữ_liệu ram 4 gb đa_nhiệm mượt_mà , hạn_chế tình_trạng giật đứng máy "
Sinh vien,"sở_hữu chip i5 8365u xử_lý tác vụ văn_phòng ram 8gb ssd 256gb đem khả_năng tab vụ lo giật lag màn_hình 14 inch full hd xuất hình_ảnh chân_thật , nét thiết_kế màu đen thông_dụng trọng_lượng 16 kg dễ_dàng "
Gaming,""" - chip intel core i5 thế_hệ 11 card đồ_họa rời gtx 1650 ti khả_năng chiến tựa game đồ_hoạ trung_bình , chỉnh_sửa 2d  ram 8gb + 1 khe cắm có_thể nâng_cấp tối_đa 64gb ổ_cứng ssd 512gb + 1 khe hdd trống tốc_độ xử_lý đa_nhiệm mượt_mà  màn_hình 156 inches tần_số 144hz trải nghiệm game siêu nét , siêu mượt  thiết_kế hầm_hố đèn led đỏ logo , vỏ nhựa chắc_chắn  trọng_lượng 186 kg thuận_tiện di_chuyển ,  máy đi kèm windows 11 bản_quyền "" "
Sinh vien,"sở_hữu thiết_kế thanh_lịch gam màu đen sang_trọng cpu intel core i7 - 1255u mạnh_mẽ cân tác vụ văn_phòng , học_tập ram 16gb chuẩn ddr4 đa_nhiệm , hỗ_trợ duyệt web , giật , lag ổ_cứng 512gb ssd giúp máy , ứng_dụng nhanh_chóng màn_hình 156 inch full hd hình_ảnh cực sắc nét , màu_sắc chân_thực "
Sinh vien,"thiết_kế đậm chất văn_phòng - vỏ chắc_chắn , 14 kg 512gb ssd + 1 khe hdd trống phép nâng_cấp bảo_vệ mắt chứng_chỉ rheinland low blue light hiển_thị sắc nét , màn_hình full hd , độ 250 nits "
Van phong,"chip core i7 - 1260p cân tác vụ lập_trình làm_việc ngày_dài dung_lượng 16gb , ổ_cứng 512gb ssd tốc_độ load nhanh_chóng , phù_hợp thường_xuyên ứng_dụng công_nghệ chống chói anti glare - làm_việc lo mỏi_mắt  màn_hình 160 inches , độ phân_giải full hd wva chất_lượng hiển_thị nét , mượt_mà  pin cực_khỏe - 4 cell 54 wh thời_gian sử_dụng bền_bỉ  bảo_mật - cảm_biến vân thiết_kế sang_trọng - 1,9 kg , đồng_hành khắp  máy đi kèm windows 11 bản_quyền "
Gaming,"hơi_hướng gaming mạnh_mẽ vỏ máy màu xám lịch_lãm , logo legion nổi_bật mặt lưng nhấn  laptop đảm_bảo di_động trọng_lượng máy 235 kg , dễ_dàng cất gọn balo  sát_thủ tựa game cpu amd ryzen 7 6800h hiệu_suất , tốc_độ xử_lý kinh_ngạc  trở_thành game thủ sáng_tạo chuyên_nghiệp card đồ_họa nvidia geforce rtx 3050 4gb tốc_độ xử_lý hình_ảnh gọn công_nghệ tích_hợp  ram 8gb ddr5 tăng_tốc_độ phản_hồi , đồng_thời_tiết_kiệm điện_năng ddr4  ổ_cứng 512gb ssd không_gian lưu_trữ cực , thoải_mái tải tựa game yêu phần_mềm máy "
Van phong,"thiết_kế vỏ kim_loại sang_trọng , 139 kg thuận_tiện di_chuyển ,  chip core i5 - 1240p card intel iris xe graphics , hiệu_năng mạnh_mẽ xử tác vụ ổ_cứng 512gb ssd - khởi_động nhanh_chóng , lưu_trữ thoải_mái màn_hình 140 inches 90hz độ phân_giải 2k ( quad hd ) , hạn_chế ánh_sáng xanh oled chất_lượng hiển_thị nét , mượt bảo_vệ mắt  bảo_mật hiện_đại , an_toàn phần_mềm firmware tpm  trang_bị cảm_biến vân - khóa máy 1 chạm  máy đi kèm windows 11 , 11 pro bản_quyền "
Gaming,"cpu intel core i5 - 13500h cân tác vụ làm_việc game card đồ_họa nvidia geforce rtx 4050 xử_lý đồ_họa game đỉnh_cao ram 8gb ổ_cứng 512gb ssd kho lưu_trữ thoải_mái , tốc_độ máy mượt_mà màn_hình 16 inch chống chói tần_số quét 165hz hình_ảnh sắc nét tốc_độ cực bàn_phím 4 zone rgb trải nghiệm game màu_sắc "
Sinh vien,"hiệu_năng nâng_cấp mạnh_mẽ ryzen 5 - 5625u tích_hợp 8gb ram trang_bị đầy_đủ hệ_thống cổng kết_nối cổng usb 32 gen 1 , usb 32 gen 2 type - c , hdmi 14 , jack cắm 35 mm khe cắm thẻ sd  thiết_kế sang_trọng , gọn_nhẹ 154 kg thích_hợp đi khắp  không_gian hiển_thị tối_ưu công_nghệ dolby vision hiệu_ứng màu đen độ sâu chói nội_dung hdr "
Sinh vien,"sở_hữu thiết_kế sang_trọng , thích_hợp trang_bị cpu i7 1165g7 mạnh_mẽ , xử_lý tác vụ văn_phòng ổ_cứng ssd dung_lượng 2tb giúp lưu_trữ dữ_liệu trang_bị cổng kết_nối giuaps quá_trình , xuất dữ_liệu trở_nên dễ_dàng màn_hình 14 inch độ tối_đa 500nits giúp tận_hưởng hình_ảnh trở_nên "
Sinh vien,"thiết_kế chắc_chắn , lớp vỏ cứng_cáp hiệu_năng mạnh_mẽ , xử_lý tác vụ một_cách mượt_mà cpu intel core i5 - 6300u đa_dạng cổng kết_nối hdmi , vga , giúp truyền_tải dữ_liệu nhanh_chóng màn_hình 14 inch full hd hỗ_trợ hiển_thị sắc nét ổ_cứng 256gb , hỗ_trợ lưu_trữ tài_liệu , hình_ảnh nhanh_chóng "
Gaming,"chip i7 - 1360p kết_hợp rtx 3050 giúp thoả sức chỉnh sức hình_ảnh , đồ_hoạ màn_hình 14 inch độ phân_giải wqxga kết_hợp độ phủ màu dci - p3 99 % đem khả_năng hiển_thị hình_ảnh sắc nét màu_sắc chân_thật sử_dụng cổng kết_nối : cổng usb type c , usb type a , hdmi , dc - in , giúp truyền xuất dữ_liệu một_cách nhanh_chóng trọng lựa máy nhẹ 129 kg , thích_hợp "
Sinh vien,"sở_hữu chip intel core i5 6200u giúp xử_lý tác vụ văn_phòng hàng ram 8gb phép tab lo giật lag ổ_cứng ssd 256gb không_gian lưu_trữ dữ_liệu tác vụ học_tập , văn_phòng sở_hữu màu bạc sang_trọng kích_thước nhẹ 128 kg dễ_dàng "
